,targetname,datetime_str,datetime_jd,M1,solar_presence,k1,lunar_presence,RA,DEC,airmass,magextinct,Tmag,Nmag,alpha,lunar_elong,lunar_illum,Sky_motion,Sky_mot_PA,RelVel-ANG,target,H,G,V,surfbright,M2,k2,phasecoeff
0,8P/Tuttle,2025-07-01 00:00:00,2460857.5,14.6,,4.5,m,277.28624,-11.67985,2.46,0.368,23.413,,1.3127,108.7,32.2201,0.2788851,273.95819,10.85356,90000179,,,,,,,
1,8P/Tuttle,2025-07-01 00:15:00,2460857.510416667,14.6,,4.5,m,277.28505,-11.67976,2.185,0.326,23.413,,1.3129,108.6,32.289,0.2791345,273.95712,10.876089,90000179,,,,,,,
2,8P/Tuttle,2025-07-01 00:30:00,2460857.520833333,14.6,,4.5,m,277.28387,-11.67968,1.97,0.294,23.413,,1.3131,108.5,32.3597,0.2793765,273.95683,10.902036,90000179,,,,,,,
3,8P/Tuttle,2025-07-01 00:45:00,2460857.53125,14.6,,4.5,m,277.28268,-11.6796,1.799,0.269,23.413,,1.3133,108.4,32.4322,0.2796101,273.95733,10.931329,90000179,,,,,,,
4,8P/Tuttle,2025-07-01 01:00:00,2460857.541666667,14.6,,4.5,m,277.28149,-11.67951,1.661,0.248,23.413,,1.3135,108.3,32.5068,0.2798343,273.95859,10.963886,90000179,,,,,,,
5,8P/Tuttle,2025-07-01 01:15:00,2460857.552083333,14.6,,4.5,m,277.2803,-11.67943,1.548,0.231,23.413,,1.3137,108.2,32.5834,0.2800481,273.96061,10.999608,90000179,,,,,,,
6,8P/Tuttle,2025-07-01 01:30:00,2460857.5625,14.6,,4.5,m,277.27912,-11.67935,1.454,0.217,23.413,,1.3139,108.1,32.6622,0.2802506,273.96336,11.038386,90000179,,,,,,,
7,8P/Tuttle,2025-07-01 01:45:00,2460857.572916667,14.6,,4.5,m,277.27793,-11.67926,1.375,0.205,23.413,,1.3141,108.0,32.7432,0.2804408,273.96683,11.080098,90000179,,,,,,,
8,8P/Tuttle,2025-07-01 02:00:00,2460857.583333333,14.6,,4.5,m,277.27674,-11.67918,1.309,0.196,23.413,,1.3143,107.9,32.8266,0.2806179,273.97098,11.12461,90000179,,,,,,,
9,8P/Tuttle,2025-07-01 02:15:00,2460857.59375,14.6,,4.5,m,277.27554,-11.67909,1.254,0.187,23.413,,1.3145,107.8,32.9123,0.2807811,273.97579,11.17178,90000179,,,,,,,
10,8P/Tuttle,2025-07-01 02:30:00,2460857.604166667,14.6,,4.5,m,277.27435,-11.67901,1.207,0.18,23.413,,1.3147,107.7,33.0004,0.2809298,273.98124,11.221452,90000179,,,,,,,
11,8P/Tuttle,2025-07-01 02:45:00,2460857.614583333,14.6,,4.5,m,277.27316,-11.67893,1.168,0.175,23.413,,1.3149,107.6,33.091,0.2810631,273.98729,11.273463,90000179,,,,,,,
12,8P/Tuttle,2025-07-01 03:00:00,2460857.625,14.6,,4.5,m,277.27197,-11.67884,1.136,0.17,23.413,,1.3151,107.5,33.184,0.2811806,273.9939,11.327642,90000179,,,,,,,
13,8P/Tuttle,2025-07-01 03:15:00,2460857.635416667,14.6,,4.5,m,277.27077,-11.67876,1.11,0.166,23.413,,1.3153,107.3,33.2795,0.2812817,274.00105,11.383807,90000179,,,,,,,
14,8P/Tuttle,2025-07-01 03:30:00,2460857.645833333,14.6,,4.5,m,277.26958,-11.67867,1.088,0.163,23.413,,1.3155,107.2,33.3775,0.2813659,274.00869,11.441773,90000179,,,,,,,
15,8P/Tuttle,2025-07-01 03:45:00,2460857.65625,14.6,,4.5,,277.26839,-11.67859,1.072,0.16,23.413,,1.3157,107.1,33.478,0.2814329,274.01678,11.501344,90000179,,,,,,,
16,8P/Tuttle,2025-07-01 04:00:00,2460857.666666667,14.6,,4.5,,277.26719,-11.6785,1.06,0.158,23.413,,1.3159,107.0,33.581,0.2814824,274.02528,11.56232,90000179,,,,,,,
17,8P/Tuttle,2025-07-01 04:15:00,2460857.677083333,14.6,,4.5,,277.266,-11.67842,1.052,0.157,23.413,,1.3162,106.8,33.6864,0.281514,274.03415,11.624498,90000179,,,,,,,
18,8P/Tuttle,2025-07-01 04:30:00,2460857.6875,14.6,,4.5,,277.2648,-11.67833,1.049,0.157,23.413,,1.3164,106.7,33.7942,0.2815277,274.04335,11.687668,90000179,,,,,,,
19,8P/Tuttle,2025-07-01 04:45:00,2460857.697916667,14.6,,4.5,t,277.26361,-11.67825,1.049,0.157,23.413,,1.3166,106.6,33.9044,0.2815234,274.05282,11.751616,90000179,,,,,,,
20,8P/Tuttle,2025-07-01 05:00:00,2460857.708333333,14.6,,4.5,,277.26241,-11.67816,1.054,0.157,23.413,,1.3168,106.4,34.0169,0.281501,274.06252,11.816128,90000179,,,,,,,
21,8P/Tuttle,2025-07-01 05:15:00,2460857.71875,14.6,,4.5,,277.26122,-11.67807,1.063,0.159,23.413,,1.317,106.3,34.1317,0.2814606,274.0724,11.880987,90000179,,,,,,,
22,8P/Tuttle,2025-07-01 05:30:00,2460857.729166667,14.6,,4.5,,277.26002,-11.67799,1.076,0.161,23.413,,1.3172,106.1,34.2486,0.2814024,274.08242,11.945973,90000179,,,,,,,
23,8P/Tuttle,2025-07-01 05:45:00,2460857.739583333,14.6,,4.5,,277.25883,-11.6779,1.094,0.163,23.413,,1.3175,106.0,34.3677,0.2813267,274.09252,12.010867,90000179,,,,,,,
24,8P/Tuttle,2025-07-01 06:00:00,2460857.75,14.6,,4.5,,277.25764,-11.67781,1.116,0.167,23.413,,1.3177,105.8,34.4889,0.2812336,274.10265,12.075452,90000179,,,,,,,
25,8P/Tuttle,2025-07-01 06:15:00,2460857.760416667,14.6,,4.5,,277.25644,-11.67773,1.144,0.171,23.413,,1.3179,105.7,34.612,0.2811236,274.11277,12.139509,90000179,,,,,,,
26,8P/Tuttle,2025-07-01 06:30:00,2460857.770833333,14.6,,4.5,,277.25525,-11.67764,1.178,0.176,23.413,,1.3181,105.5,34.7369,0.2809972,274.12282,12.202822,90000179,,,,,,,
27,8P/Tuttle,2025-07-01 06:45:00,2460857.78125,14.6,,4.5,,277.25406,-11.67755,1.219,0.182,23.413,,1.3184,105.3,34.8636,0.2808548,274.13276,12.265179,90000179,,,,,,,
28,8P/Tuttle,2025-07-01 07:00:00,2460857.791666667,14.6,,4.5,,277.25287,-11.67747,1.268,0.189,23.413,,1.3186,105.2,34.9919,0.280697,274.14253,12.32637,90000179,,,,,,,
29,8P/Tuttle,2025-07-01 07:15:00,2460857.802083333,14.6,,4.5,,277.25168,-11.67738,1.326,0.198,23.413,,1.3188,105.0,35.1218,0.2805245,274.15209,12.386189,90000179,,,,,,,
30,8P/Tuttle,2025-07-01 07:30:00,2460857.8125,14.6,,4.5,,277.25049,-11.67729,1.395,0.208,23.413,,1.319,104.9,35.253,0.2803381,274.16139,12.444437,90000179,,,,,,,
31,8P/Tuttle,2025-07-01 07:45:00,2460857.822916667,14.6,,4.5,,277.2493,-11.6772,1.477,0.221,23.413,,1.3193,104.7,35.3856,0.2801384,274.17038,12.500918,90000179,,,,,,,
32,8P/Tuttle,2025-07-01 08:00:00,2460857.833333333,14.6,,4.5,,277.24811,-11.67711,1.576,0.236,23.413,,1.3195,104.5,35.5193,0.2799263,274.17901,12.555445,90000179,,,,,,,
33,8P/Tuttle,2025-07-01 08:15:00,2460857.84375,14.6,,4.5,,277.24692,-11.67703,1.696,0.253,23.413,,1.3197,104.3,35.654,0.2797028,274.18724,12.607835,90000179,,,,,,,
34,8P/Tuttle,2025-07-01 08:30:00,2460857.854166667,14.6,,4.5,,277.24574,-11.67694,1.842,0.275,23.413,,1.32,104.2,35.7895,0.2794687,274.19503,12.657917,90000179,,,,,,,
35,8P/Tuttle,2025-07-01 08:45:00,2460857.864583333,14.6,,4.5,,277.24455,-11.67685,2.023,0.302,23.413,,1.3202,104.0,35.9258,0.279225,274.20234,12.705525,90000179,,,,,,,
36,8P/Tuttle,2025-07-01 09:00:00,2460857.875,14.6,,4.5,,277.24337,-11.67676,2.252,0.336,23.413,,1.3205,103.8,36.0627,0.2789728,274.20911,12.750505,90000179,,,,,,,
37,8P/Tuttle,2025-07-01 09:15:00,2460857.885416667,14.6,,4.5,,277.24219,-11.67667,2.549,0.381,23.413,,1.3207,103.7,36.2001,0.2787131,274.21533,12.792711,90000179,,,,,,,
38,8P/Tuttle,2025-07-01 09:30:00,2460857.895833333,14.6,,4.5,,277.241,-11.67659,2.945,0.44,23.413,,1.3209,103.5,36.3377,0.278447,274.22094,12.832008,90000179,,,,,,,
39,8P/Tuttle,2025-07-01 09:45:00,2460857.90625,14.6,,4.5,,277.23982,-11.6765,3.496,0.522,23.413,,1.3212,103.3,36.4755,0.2781756,274.22592,12.868273,90000179,,,,,,,
40,8P/Tuttle,2025-07-01 10:00:00,2460857.916666667,14.6,,4.5,,277.23864,-11.67641,4.31,0.644,23.413,,1.3214,103.1,36.6133,0.2779,274.23023,12.901395,90000179,,,,,,,
41,8P/Tuttle,2025-07-01 10:15:00,2460857.927083333,14.6,A,4.5,,277.23747,-11.67632,5.614,0.839,23.413,,1.3217,103.0,36.7509,0.2776215,274.23385,12.931275,90000179,,,,,,,
42,8P/Tuttle,2025-07-01 10:30:00,2460857.9375,14.6,A,4.5,,277.23629,-11.67623,7.989,1.194,23.413,,1.3219,102.8,36.8883,0.2773412,274.23675,12.957825,90000179,,,,,,,
43,8P/Tuttle,2025-07-01 10:45:00,2460857.947916667,14.6,N,4.5,,277.23511,-11.67614,13.318,1.99,23.413,,1.3221,102.6,37.0252,0.2770602,274.23891,12.980975,90000179,,,,,,,
44,8P/Tuttle,2025-07-01 11:00:00,2460857.958333333,14.6,N,4.5,,277.23394,-11.67606,29.807,4.453,23.413,,1.3224,102.5,37.1615,0.2767799,274.2403,13.000664,90000179,,,,,,,
45,8P/Tuttle,2025-07-01 11:15:00,2460857.96875,14.6,C,4.5,s,277.23276,-11.67597,999.0,,23.413,,1.3226,102.3,37.297,0.2765012,274.24092,13.016848,90000179,,,,,,,
46,8P/Tuttle,2025-07-01 22:15:00,2460858.427083333,14.6,C,4.5,m,277.18158,-11.67229,18.123,2.708,23.414,,1.3342,97.2,41.4119,0.2765279,273.80409,11.901048,90000179,,,,,,,
47,8P/Tuttle,2025-07-01 22:30:00,2460858.4375,14.6,N,4.5,m,277.1804,-11.67221,9.741,1.455,23.414,,1.3345,97.1,41.4719,0.2767957,273.79794,11.898859,90000179,,,,,,,
48,8P/Tuttle,2025-07-01 22:45:00,2460858.447916667,14.6,N,4.5,m,277.17923,-11.67213,6.464,0.966,23.414,,1.3348,97.1,41.5321,0.2770639,273.79255,11.900164,90000179,,,,,,,
49,8P/Tuttle,2025-07-01 23:00:00,2460858.458333333,14.6,A,4.5,m,277.17805,-11.67205,4.8,0.717,23.414,,1.3351,97.0,41.5928,0.2773314,273.78793,11.904995,90000179,,,,,,,
50,8P/Tuttle,2025-07-01 23:15:00,2460858.46875,14.6,A,4.5,m,277.17687,-11.67197,3.811,0.569,23.414,,1.3354,96.9,41.6541,0.2775968,273.78411,11.913372,90000179,,,,,,,
51,8P/Tuttle,2025-07-01 23:30:00,2460858.479166667,14.6,,4.5,m,277.17569,-11.67189,3.163,0.473,23.414,,1.3356,96.8,41.7162,0.2778592,273.78107,11.925297,90000179,,,,,,,
52,8P/Tuttle,2025-07-01 23:45:00,2460858.489583333,14.6,,4.5,m,277.17451,-11.67181,2.708,0.405,23.414,,1.3359,96.8,41.7792,0.2781172,273.77883,11.940758,90000179,,,,,,,
53,8P/Tuttle,2025-07-02 00:00:00,2460858.5,14.6,,4.5,m,277.17333,-11.67173,2.372,0.354,23.414,,1.3362,96.7,41.8434,0.2783698,273.77738,11.959728,90000179,,,,,,,
54,8P/Tuttle,2025-07-02 00:15:00,2460858.510416667,14.6,,4.5,m,277.17215,-11.67165,2.117,0.316,23.414,,1.3365,96.6,41.9088,0.2786158,273.77672,11.982164,90000179,,,,,,,
55,8P/Tuttle,2025-07-02 00:30:00,2460858.520833333,14.6,,4.5,m,277.17097,-11.67157,1.917,0.286,23.414,,1.3368,96.5,41.9757,0.2788542,273.77685,12.00801,90000179,,,,,,,
56,8P/Tuttle,2025-07-02 00:45:00,2460858.53125,14.6,,4.5,m,277.16978,-11.6715,1.756,0.262,23.414,,1.3371,96.4,42.044,0.2790839,273.77774,12.037196,90000179,,,,,,,
57,8P/Tuttle,2025-07-02 01:00:00,2460858.541666667,14.6,,4.5,m,277.1686,-11.67142,1.626,0.243,23.414,,1.3374,96.4,42.1141,0.2793039,273.7794,12.069638,90000179,,,,,,,
58,8P/Tuttle,2025-07-02 01:15:00,2460858.552083333,14.6,,4.5,m,277.16741,-11.67134,1.519,0.227,23.414,,1.3377,96.3,42.1859,0.2795131,273.78179,12.105239,90000179,,,,,,,
59,8P/Tuttle,2025-07-02 01:30:00,2460858.5625,14.6,,4.5,m,277.16623,-11.67126,1.429,0.214,23.414,,1.338,96.2,42.2596,0.2797108,273.78491,12.14389,90000179,,,,,,,
60,8P/Tuttle,2025-07-02 01:45:00,2460858.572916667,14.6,,4.5,m,277.16504,-11.67118,1.355,0.202,23.414,,1.3383,96.1,42.3353,0.2798959,273.78872,12.185469,90000179,,,,,,,
61,8P/Tuttle,2025-07-02 02:00:00,2460858.583333333,14.6,,4.5,m,277.16385,-11.6711,1.292,0.193,23.414,,1.3386,96.0,42.4131,0.2800677,273.79321,12.229843,90000179,,,,,,,
62,8P/Tuttle,2025-07-02 02:15:00,2460858.59375,14.6,,4.5,m,277.16266,-11.67102,1.239,0.185,23.414,,1.3389,95.9,42.4931,0.2802254,273.79834,12.276869,90000179,,,,,,,
63,8P/Tuttle,2025-07-02 02:30:00,2460858.604166667,14.6,,4.5,m,277.16147,-11.67094,1.195,0.179,23.414,,1.3392,95.8,42.5754,0.2803683,273.80409,12.326394,90000179,,,,,,,
64,8P/Tuttle,2025-07-02 02:45:00,2460858.614583333,14.6,,4.5,m,277.16028,-11.67085,1.158,0.173,23.414,,1.3395,95.7,42.66,0.2804958,273.81042,12.378254,90000179,,,,,,,
65,8P/Tuttle,2025-07-02 03:00:00,2460858.625,14.6,,4.5,m,277.15909,-11.67077,1.128,0.168,23.414,,1.3398,95.6,42.747,0.2806072,273.8173,12.432278,90000179,,,,,,,
66,8P/Tuttle,2025-07-02 03:15:00,2460858.635416667,14.6,,4.5,m,277.1579,-11.67069,1.103,0.165,23.414,,1.3402,95.5,42.8365,0.280702,273.82469,12.488286,90000179,,,,,,,
67,8P/Tuttle,2025-07-02 03:30:00,2460858.645833333,14.6,,4.5,m,277.15671,-11.67061,1.083,0.162,23.414,,1.3405,95.4,42.9284,0.2807799,273.83255,12.546091,90000179,,,,,,,
68,8P/Tuttle,2025-07-02 03:45:00,2460858.65625,14.6,,4.5,m,277.15552,-11.67053,1.068,0.16,23.414,,1.3408,95.2,43.0229,0.2808405,273.84084,12.6055,90000179,,,,,,,
69,8P/Tuttle,2025-07-02 04:00:00,2460858.666666667,14.6,,4.5,m,277.15432,-11.67045,1.057,0.158,23.414,,1.3411,95.1,43.1198,0.2808834,273.84951,12.666313,90000179,,,,,,,
70,8P/Tuttle,2025-07-02 04:15:00,2460858.677083333,14.6,,4.5,m,277.15313,-11.67037,1.051,0.157,23.414,,1.3414,95.0,43.2194,0.2809085,273.85854,12.728327,90000179,,,,,,,
71,8P/Tuttle,2025-07-02 04:30:00,2460858.6875,14.6,,4.5,,277.15194,-11.67029,1.049,0.157,23.414,,1.3417,94.9,43.3214,0.2809156,273.86786,12.791332,90000179,,,,,,,
72,8P/Tuttle,2025-07-02 04:45:00,2460858.697916667,14.6,,4.5,t,277.15075,-11.6702,1.05,0.157,23.414,,1.3421,94.8,43.426,0.2809046,273.87743,12.855115,90000179,,,,,,,
73,8P/Tuttle,2025-07-02 05:00:00,2460858.708333333,14.6,,4.5,,277.14955,-11.67012,1.056,0.158,23.414,,1.3424,94.6,43.5331,0.2808756,273.88721,12.919464,90000179,,,,,,,
74,8P/Tuttle,2025-07-02 05:15:00,2460858.71875,14.6,,4.5,,277.14836,-11.67004,1.066,0.159,23.414,,1.3427,94.5,43.6427,0.2808287,273.89714,12.984159,90000179,,,,,,,
75,8P/Tuttle,2025-07-02 05:30:00,2460858.729166667,14.6,,4.5,,277.14717,-11.66996,1.081,0.161,23.414,,1.343,94.3,43.7547,0.2807641,273.90718,13.048984,90000179,,,,,,,
76,8P/Tuttle,2025-07-02 05:45:00,2460858.739583333,14.6,,4.5,,277.14598,-11.66987,1.1,0.164,23.414,,1.3434,94.2,43.8691,0.2806819,273.91729,13.11372,90000179,,,,,,,
77,8P/Tuttle,2025-07-02 06:00:00,2460858.75,14.6,,4.5,,277.14479,-11.66979,1.124,0.168,23.414,,1.3437,94.1,43.9858,0.2805826,273.9274,13.178148,90000179,,,,,,,
78,8P/Tuttle,2025-07-02 06:15:00,2460858.760416667,14.6,,4.5,,277.1436,-11.66971,1.153,0.172,23.414,,1.344,93.9,44.1047,0.2804664,273.93747,13.242051,90000179,,,,,,,
79,8P/Tuttle,2025-07-02 06:30:00,2460858.770833333,14.6,,4.5,,277.14241,-11.66962,1.189,0.178,23.414,,1.3443,93.8,44.2258,0.280334,273.94745,13.305215,90000179,,,,,,,
80,8P/Tuttle,2025-07-02 06:45:00,2460858.78125,14.6,,4.5,,277.14122,-11.66954,1.233,0.184,23.415,,1.3447,93.6,44.3491,0.2801857,273.95729,13.367426,90000179,,,,,,,
81,8P/Tuttle,2025-07-02 07:00:00,2460858.791666667,14.6,,4.5,,277.14003,-11.66946,1.284,0.192,23.415,,1.345,93.5,44.4743,0.2800224,273.96694,13.428475,90000179,,,,,,,
82,8P/Tuttle,2025-07-02 07:15:00,2460858.802083333,14.6,,4.5,,277.13884,-11.66937,1.345,0.201,23.415,,1.3453,93.3,44.6014,0.2798445,273.97635,13.488158,90000179,,,,,,,
83,8P/Tuttle,2025-07-02 07:30:00,2460858.8125,14.6,,4.5,,277.13766,-11.66929,1.418,0.212,23.415,,1.3457,93.2,44.7303,0.2796528,273.98548,13.546274,90000179,,,,,,,
84,8P/Tuttle,2025-07-02 07:45:00,2460858.822916667,14.6,,4.5,,277.13647,-11.66921,1.505,0.225,23.415,,1.346,93.0,44.8609,0.2794482,273.99428,13.60263,90000179,,,,,,,
85,8P/Tuttle,2025-07-02 08:00:00,2460858.833333333,14.6,,4.5,,277.13528,-11.66912,1.609,0.24,23.415,,1.3463,92.8,44.993,0.2792315,274.0027,13.657036,90000179,,,,,,,
86,8P/Tuttle,2025-07-02 08:15:00,2460858.84375,14.6,,4.5,,277.1341,-11.66904,1.736,0.259,23.415,,1.3467,92.7,45.1266,0.2790035,274.01071,13.709313,90000179,,,,,,,
87,8P/Tuttle,2025-07-02 08:30:00,2460858.854166667,14.6,,4.5,,277.13292,-11.66895,1.891,0.283,23.415,,1.347,92.5,45.2615,0.2787653,274.01824,13.759288,90000179,,,,,,,
88,8P/Tuttle,2025-07-02 08:45:00,2460858.864583333,14.6,,4.5,,277.13173,-11.66887,2.085,0.311,23.415,,1.3473,92.3,45.3976,0.2785179,274.02528,13.806797,90000179,,,,,,,
89,8P/Tuttle,2025-07-02 09:00:00,2460858.875,14.6,,4.5,,277.13055,-11.66878,2.331,0.348,23.415,,1.3477,92.2,45.5347,0.2782622,274.03177,13.851683,90000179,,,,,,,
90,8P/Tuttle,2025-07-02 09:15:00,2460858.885416667,14.6,,4.5,,277.12937,-11.6687,2.653,0.396,23.415,,1.348,92.0,45.6727,0.2779993,274.03767,13.893804,90000179,,,,,,,
91,8P/Tuttle,2025-07-02 09:30:00,2460858.895833333,14.6,,4.5,,277.12819,-11.66862,3.087,0.461,23.415,,1.3484,91.8,45.8115,0.2777304,274.04297,13.933023,90000179,,,,,,,
92,8P/Tuttle,2025-07-02 09:45:00,2460858.90625,14.6,,4.5,,277.12702,-11.66853,3.7,0.553,23.415,,1.3487,91.7,45.9508,0.2774565,274.04761,13.969219,90000179,,,,,,,
93,8P/Tuttle,2025-07-02 10:00:00,2460858.916666667,14.6,,4.5,,277.12584,-11.66845,4.625,0.691,23.415,,1.3491,91.5,46.0906,0.2771789,274.05158,14.002279,90000179,,,,,,,
94,8P/Tuttle,2025-07-02 10:15:00,2460858.927083333,14.6,A,4.5,,277.12466,-11.66836,6.155,0.92,23.415,,1.3494,91.3,46.2307,0.2768986,274.05485,14.032104,90000179,,,,,,,
95,8P/Tuttle,2025-07-02 10:30:00,2460858.9375,14.6,A,4.5,,277.12349,-11.66828,9.086,1.358,23.415,,1.3497,91.2,46.371,0.2766169,274.05739,14.05861,90000179,,,,,,,
96,8P/Tuttle,2025-07-02 10:45:00,2460858.947916667,14.6,N,4.5,,277.12232,-11.66819,16.243,2.427,23.415,,1.3501,91.0,46.5112,0.2763349,274.05917,14.081722,90000179,,,,,,,
97,8P/Tuttle,2025-07-02 11:00:00,2460858.958333333,14.6,N,4.5,,277.12114,-11.66811,999.0,,23.415,,1.3504,90.8,46.6513,0.2760538,274.06019,14.101382,90000179,,,,,,,
98,8P/Tuttle,2025-07-02 11:15:00,2460858.96875,14.6,C,4.5,s,277.11997,-11.66802,999.0,,23.415,,1.3508,90.6,46.7911,0.2757748,274.06043,14.117546,90000179,,,,,,,
99,8P/Tuttle,2025-07-02 22:15:00,2460859.427083333,14.6,C,4.5,m,277.0689,-11.66452,14.669,2.192,23.416,,1.3667,85.4,51.1845,0.2759154,273.62238,13.004126,90000179,,,,,,,
100,8P/Tuttle,2025-07-02 22:30:00,2460859.4375,14.6,N,4.5,m,277.06773,-11.66444,8.509,1.271,23.416,,1.367,85.3,51.2438,0.2761822,273.61663,13.001906,90000179,,,,,,,
101,8P/Tuttle,2025-07-02 22:45:00,2460859.447916667,14.6,N,4.5,m,277.06656,-11.66436,5.875,0.878,23.416,,1.3674,85.2,51.3029,0.2764491,273.61166,13.00317,90000179,,,,,,,
102,8P/Tuttle,2025-07-02 23:00:00,2460859.458333333,14.6,A,4.5,m,277.06538,-11.66429,4.463,0.667,23.416,,1.3678,85.1,51.3618,0.2767148,273.60746,13.007953,90000179,,,,,,,
103,8P/Tuttle,2025-07-02 23:15:00,2460859.46875,14.6,A,4.5,m,277.06421,-11.66421,3.596,0.537,23.416,,1.3682,85.1,51.4207,0.2769783,273.60406,13.016272,90000179,,,,,,,
104,8P/Tuttle,2025-07-02 23:30:00,2460859.479166667,14.6,,4.5,m,277.06303,-11.66414,3.015,0.45,23.416,,1.3686,85.0,51.4799,0.2772382,273.60144,13.028132,90000179,,,,,,,
105,8P/Tuttle,2025-07-02 23:45:00,2460859.489583333,14.6,,4.5,m,277.06185,-11.66406,2.6,0.388,23.416,,1.369,84.9,51.5395,0.2774935,273.59962,13.043519,90000179,,,,,,,
106,8P/Tuttle,2025-07-03 00:00:00,2460859.5,14.6,,4.5,m,277.06067,-11.66399,2.291,0.342,23.416,,1.3693,84.9,51.5997,0.277743,273.59858,13.062407,90000179,,,,,,,
107,8P/Tuttle,2025-07-03 00:15:00,2460859.510416667,14.6,,4.5,m,277.05949,-11.66391,2.054,0.307,23.416,,1.3697,84.8,51.6606,0.2779857,273.59833,13.084753,90000179,,,,,,,
108,8P/Tuttle,2025-07-03 00:30:00,2460859.520833333,14.6,,4.5,m,277.05831,-11.66384,1.866,0.279,23.416,,1.3701,84.7,51.7224,0.2782203,273.59886,13.110502,90000179,,,,,,,
109,8P/Tuttle,2025-07-03 00:45:00,2460859.53125,14.6,,4.5,m,277.05713,-11.66376,1.716,0.256,23.416,,1.3705,84.6,51.7853,0.278446,273.60015,13.139584,90000179,,,,,,,
110,8P/Tuttle,2025-07-03 01:00:00,2460859.541666667,14.6,,4.5,m,277.05595,-11.66368,1.593,0.238,23.416,,1.3709,84.6,51.8493,0.2786616,273.60218,13.171915,90000179,,,,,,,
111,8P/Tuttle,2025-07-03 01:15:00,2460859.552083333,14.6,,4.5,m,277.05477,-11.66361,1.491,0.223,23.416,,1.3713,84.5,51.9147,0.2788663,273.60495,13.207399,90000179,,,,,,,
112,8P/Tuttle,2025-07-03 01:30:00,2460859.5625,14.6,,4.5,m,277.05358,-11.66353,1.406,0.21,23.416,,1.3717,84.4,51.9816,0.2790591,273.60842,13.245926,90000179,,,,,,,
113,8P/Tuttle,2025-07-03 01:45:00,2460859.572916667,14.6,,4.5,m,277.0524,-11.66346,1.335,0.2,23.416,,1.3721,84.3,52.0502,0.2792391,273.61258,13.287375,90000179,,,,,,,
114,8P/Tuttle,2025-07-03 02:00:00,2460859.583333333,14.6,,4.5,m,277.05121,-11.66338,1.276,0.191,23.416,,1.3725,84.2,52.1204,0.2794055,273.6174,13.331614,90000179,,,,,,,
115,8P/Tuttle,2025-07-03 02:15:00,2460859.59375,14.6,,4.5,m,277.05002,-11.6633,1.226,0.183,23.416,,1.3729,84.1,52.1926,0.2795576,273.62284,13.378501,90000179,,,,,,,
116,8P/Tuttle,2025-07-03 02:30:00,2460859.604166667,14.6,,4.5,m,277.04884,-11.66323,1.184,0.177,23.416,,1.3733,84.0,52.2667,0.2796947,273.62888,13.427881,90000179,,,,,,,
117,8P/Tuttle,2025-07-03 02:45:00,2460859.614583333,14.6,,4.5,m,277.04765,-11.66315,1.149,0.172,23.416,,1.3737,84.0,52.3429,0.2798162,273.63549,13.479593,90000179,,,,,,,
118,8P/Tuttle,2025-07-03 03:00:00,2460859.625,14.6,,4.5,m,277.04646,-11.66307,1.12,0.167,23.416,,1.3741,83.9,52.4212,0.2799215,273.64262,13.533466,90000179,,,,,,,
119,8P/Tuttle,2025-07-03 03:15:00,2460859.635416667,14.6,,4.5,m,277.04527,-11.663,1.097,0.164,23.416,,1.3745,83.8,52.5018,0.2800102,273.65024,13.589319,90000179,,,,,,,
120,8P/Tuttle,2025-07-03 03:30:00,2460859.645833333,14.6,,4.5,m,277.04408,-11.66292,1.078,0.161,23.416,,1.375,83.7,52.5847,0.2800817,273.65832,13.646967,90000179,,,,,,,
121,8P/Tuttle,2025-07-03 03:45:00,2460859.65625,14.6,,4.5,m,277.04289,-11.66284,1.065,0.159,23.416,,1.3754,83.6,52.67,0.2801358,273.6668,13.706217,90000179,,,,,,,
122,8P/Tuttle,2025-07-03 04:00:00,2460859.666666667,14.6,,4.5,m,277.04171,-11.66276,1.055,0.158,23.416,,1.3758,83.4,52.7578,0.2801722,273.67564,13.766869,90000179,,,,,,,
123,8P/Tuttle,2025-07-03 04:15:00,2460859.677083333,14.6,,4.5,m,277.04052,-11.66269,1.05,0.157,23.416,,1.3762,83.3,52.848,0.2801907,273.6848,13.828721,90000179,,,,,,,
124,8P/Tuttle,2025-07-03 04:30:00,2460859.6875,14.6,,4.5,t,277.03933,-11.66261,1.049,0.157,23.416,,1.3766,83.2,52.9407,0.2801912,273.69424,13.891563,90000179,,,,,,,
125,8P/Tuttle,2025-07-03 04:45:00,2460859.697916667,14.6,,4.5,m,277.03814,-11.66253,1.052,0.157,23.416,,1.377,83.1,53.0359,0.2801737,273.70391,13.955185,90000179,,,,,,,
126,8P/Tuttle,2025-07-03 05:00:00,2460859.708333333,14.6,,4.5,m,277.03695,-11.66245,1.059,0.158,23.416,,1.3774,83.0,53.1337,0.2801381,273.71376,14.019371,90000179,,,,,,,
127,8P/Tuttle,2025-07-03 05:15:00,2460859.71875,14.6,,4.5,m,277.03576,-11.66237,1.07,0.16,23.416,,1.3779,82.9,53.234,0.2800847,273.72374,14.083906,90000179,,,,,,,
128,8P/Tuttle,2025-07-03 05:30:00,2460859.729166667,14.6,,4.5,,277.03457,-11.66229,1.086,0.162,23.416,,1.3783,82.7,53.3369,0.2800136,273.7338,14.148571,90000179,,,,,,,
