,targetname,datetime_str,datetime_jd,M1,solar_presence,k1,lunar_presence,RA,DEC,airmass,magextinct,Tmag,Nmag,alpha,lunar_elong,lunar_illum,Sky_motion,Sky_mot_PA,RelVel-ANG,target,H,G,V,surfbright,M2,k2,phasecoeff
164,85989 (1999 JD6),2025-07-04 01:15:00,2460860.552083333,,,,m,8.09107,17.10046,999.0,,,,75.4472,165.5,61.4571,5.9678985,76.246506,-35.08356,1999 JD6,17.07,0.15,17.218,5.562,,,
165,85989 (1999 JD6),2025-07-04 01:30:00,2460860.5625,,,,m,8.11634,17.10638,999.0,,,,75.4658,165.5,61.5166,5.9668927,76.22818,-35.11438,1999 JD6,17.07,0.15,17.217,5.562,,,
166,85989 (1999 JD6),2025-07-04 01:45:00,2460860.572916667,,,,m,8.1416,17.11231,999.0,,,,75.4843,165.5,61.5773,5.9655433,76.210002,-35.1447,1999 JD6,17.07,0.15,17.217,5.562,,,
167,85989 (1999 JD6),2025-07-04 02:00:00,2460860.583333333,,,,m,8.16685,17.11825,999.0,,,,75.5029,165.4,61.6393,5.9638702,76.192078,-35.1743,1999 JD6,17.07,0.15,17.217,5.562,,,
168,85989 (1999 JD6),2025-07-04 02:15:00,2460860.59375,,,,m,8.1921,17.12419,999.0,,,,75.5215,165.4,61.7028,5.9618948,76.174515,-35.20296,1999 JD6,17.07,0.15,17.217,5.562,,,
169,85989 (1999 JD6),2025-07-04 02:30:00,2460860.604166667,,,,m,8.21733,17.13014,999.0,,,,75.54,165.4,61.7677,5.9596395,76.157419,-35.23049,1999 JD6,17.07,0.15,17.217,5.562,,,
170,85989 (1999 JD6),2025-07-04 02:45:00,2460860.614583333,,,,m,8.24256,17.13609,999.0,,,,75.5586,165.3,61.8344,5.9571283,76.140893,-35.25667,1999 JD6,17.07,0.15,17.216,5.562,,,
171,85989 (1999 JD6),2025-07-04 03:00:00,2460860.625,,,,m,8.26777,17.14204,999.0,,,,75.5771,165.3,61.9029,5.9543861,76.125042,-35.28131,1999 JD6,17.07,0.15,17.216,5.563,,,
172,85989 (1999 JD6),2025-07-04 03:15:00,2460860.635416667,,,,m,8.29297,17.148,999.0,,,,75.5956,165.3,61.9733,5.9514387,76.109964,-35.30422,1999 JD6,17.07,0.15,17.216,5.563,,,
173,85989 (1999 JD6),2025-07-04 03:30:00,2460860.645833333,,,,m,8.31815,17.15397,999.0,,,,75.6141,165.2,62.0457,5.9483129,76.095759,-35.32521,1999 JD6,17.07,0.15,17.216,5.563,,,
174,85989 (1999 JD6),2025-07-04 03:45:00,2460860.65625,,,,m,8.34332,17.15993,999.0,,,,75.6326,165.2,62.1202,5.9450364,76.082521,-35.3441,1999 JD6,17.07,0.15,17.215,5.563,,,
175,85989 (1999 JD6),2025-07-04 04:00:00,2460860.666666667,,,,m,8.36848,17.1659,999.0,,,,75.6511,165.1,62.1969,5.9416373,76.070341,-35.36073,1999 JD6,17.07,0.15,17.215,5.563,,,
176,85989 (1999 JD6),2025-07-04 04:15:00,2460860.677083333,,,,m,8.39362,17.17187,999.0,,,,75.6696,165.1,62.2759,5.9381445,76.059308,-35.37492,1999 JD6,17.07,0.15,17.215,5.563,,,
177,85989 (1999 JD6),2025-07-04 04:30:00,2460860.6875,,,,m,8.41874,17.17784,999.0,,,,75.688,165.0,62.3572,5.9345871,76.049504,-35.38652,1999 JD6,17.07,0.15,17.215,5.564,,,
178,85989 (1999 JD6),2025-07-04 04:45:00,2460860.697916667,,,,m,8.44385,17.18381,999.0,,,,75.7064,164.9,62.4408,5.9309946,76.041008,-35.39539,1999 JD6,17.07,0.15,17.214,5.564,,,
179,85989 (1999 JD6),2025-07-04 05:00:00,2460860.708333333,,,,r,8.46895,17.18978,999.0,,,,75.7249,164.9,62.5269,5.9273968,76.033895,-35.40139,1999 JD6,17.07,0.15,17.214,5.564,,,
180,85989 (1999 JD6),2025-07-04 05:15:00,2460860.71875,,,,m,8.49403,17.19575,21.542,3.219,,,75.7433,164.8,62.6153,5.9238233,76.028231,-35.40441,1999 JD6,17.07,0.15,17.214,5.564,,,
181,85989 (1999 JD6),2025-07-04 05:30:00,2460860.729166667,,,,m,8.51909,17.20171,11.209,1.675,,,75.7617,164.7,62.7063,5.9203038,76.02408,-35.40432,1999 JD6,17.07,0.15,17.214,5.564,,,
182,85989 (1999 JD6),2025-07-04 05:45:00,2460860.739583333,,,,m,8.54414,17.20768,7.33,1.095,,,75.78,164.7,62.7997,5.9168679,76.021498,-35.40104,1999 JD6,17.07,0.15,17.213,5.564,,,
183,85989 (1999 JD6),2025-07-04 06:00:00,2460860.75,,,,m,8.56918,17.21364,5.419,0.81,,,75.7984,164.6,62.8956,5.9135447,76.020533,-35.39447,1999 JD6,17.07,0.15,17.213,5.565,,,
184,85989 (1999 JD6),2025-07-04 06:15:00,2460860.760416667,,,,,8.5942,17.2196,4.306,0.643,,,75.8167,164.5,62.9939,5.9103628,76.02123,-35.38454,1999 JD6,17.07,0.15,17.213,5.565,,,
185,85989 (1999 JD6),2025-07-04 06:30:00,2460860.770833333,,,,,8.61922,17.22556,3.586,0.536,,,75.8351,164.4,63.0947,5.9073505,76.023623,-35.37119,1999 JD6,17.07,0.15,17.213,5.565,,,
186,85989 (1999 JD6),2025-07-04 06:45:00,2460860.78125,,,,,8.64422,17.23151,3.086,0.461,,,75.8534,164.3,63.1979,5.9045353,76.027741,-35.35438,1999 JD6,17.07,0.15,17.212,5.565,,,
187,85989 (1999 JD6),2025-07-04 07:00:00,2460860.791666667,,,,,8.66921,17.23746,2.722,0.407,,,75.8717,164.3,63.3034,5.9019438,76.033603,-35.33406,1999 JD6,17.07,0.15,17.212,5.565,,,
188,85989 (1999 JD6),2025-07-04 07:15:00,2460860.802083333,,,,,8.69419,17.2434,2.447,0.366,,,75.89,164.2,63.4112,5.8996018,76.041224,-35.31024,1999 JD6,17.07,0.15,17.212,5.565,,,
189,85989 (1999 JD6),2025-07-04 07:30:00,2460860.8125,,,,,8.71916,17.24933,2.233,0.334,,,75.9083,164.1,63.5213,5.897534,76.050607,-35.28289,1999 JD6,17.07,0.15,17.212,5.565,,,
190,85989 (1999 JD6),2025-07-04 07:45:00,2460860.822916667,,,,,8.74413,17.25526,2.065,0.308,,,75.9266,164.0,63.6336,5.8957642,76.06175,-35.25205,1999 JD6,17.07,0.15,17.211,5.566,,,
191,85989 (1999 JD6),2025-07-04 08:00:00,2460860.833333333,,,,,8.76909,17.26118,1.929,0.288,,,75.9448,163.9,63.748,5.8943146,76.074641,-35.21773,1999 JD6,17.07,0.15,17.211,5.566,,,
192,85989 (1999 JD6),2025-07-04 08:15:00,2460860.84375,,,,,8.79405,17.2671,1.82,0.272,,,75.9631,163.8,63.8644,5.8932064,76.08926,-35.17998,1999 JD6,17.07,0.15,17.211,5.566,,,
193,85989 (1999 JD6),2025-07-04 08:30:00,2460860.854166667,,,,,8.81901,17.27301,1.731,0.259,,,75.9813,163.7,63.9827,5.8924592,76.10558,-35.13886,1999 JD6,17.07,0.15,17.211,5.566,,,
194,85989 (1999 JD6),2025-07-04 08:45:00,2460860.864583333,,,,,8.84397,17.27891,1.658,0.248,,,75.9996,163.5,64.1029,5.8920912,76.123565,-35.09444,1999 JD6,17.07,0.15,17.211,5.566,,,
195,85989 (1999 JD6),2025-07-04 09:00:00,2460860.875,,,,,8.86893,17.2848,1.6,0.239,,,76.0178,163.4,64.2247,5.892119,76.143171,-35.04681,1999 JD6,17.07,0.15,17.21,5.566,,,
196,85989 (1999 JD6),2025-07-04 09:15:00,2460860.885416667,,,,,8.8939,17.29069,1.553,0.232,,,76.0361,163.3,64.3482,5.8925574,76.164346,-34.99608,1999 JD6,17.07,0.15,17.21,5.566,,,
197,85989 (1999 JD6),2025-07-04 09:30:00,2460860.895833333,,,,,8.91887,17.29656,1.517,0.227,,,76.0543,163.2,64.4732,5.8934196,76.187033,-34.94237,1999 JD6,17.07,0.15,17.21,5.567,,,
198,85989 (1999 JD6),2025-07-04 09:45:00,2460860.90625,,,,,8.94384,17.30243,1.49,0.223,,,76.0726,163.1,64.5996,5.8947172,76.211164,-34.8858,1999 JD6,17.07,0.15,17.21,5.567,,,
199,85989 (1999 JD6),2025-07-04 10:00:00,2460860.916666667,,,,,8.96883,17.30829,1.471,0.22,,,76.0908,163.0,64.7271,5.8964595,76.236666,-34.82652,1999 JD6,17.07,0.15,17.209,5.567,,,
200,85989 (1999 JD6),2025-07-04 10:15:00,2460860.927083333,,A,,,8.99383,17.31414,1.46,0.218,,,76.1091,162.9,64.8558,5.8986544,76.263459,-34.7647,1999 JD6,17.07,0.15,17.209,5.567,,,
201,85989 (1999 JD6),2025-07-04 10:30:00,2460860.9375,,A,,t,9.01885,17.31998,1.456,0.218,,,76.1273,162.7,64.9855,5.9013077,76.291458,-34.7005,1999 JD6,17.07,0.15,17.209,5.567,,,
202,85989 (1999 JD6),2025-07-04 10:45:00,2460860.947916667,,N,,,9.04388,17.32581,1.46,0.218,,,76.1456,162.6,65.116,5.9044231,76.320571,-34.63412,1999 JD6,17.07,0.15,17.209,5.567,,,
203,85989 (1999 JD6),2025-07-04 11:00:00,2460860.958333333,,N,,,9.06893,17.33164,1.472,0.22,,,76.1639,162.5,65.2471,5.9080025,76.3507,-34.56573,1999 JD6,17.07,0.15,17.209,5.568,,,
204,85989 (1999 JD6),2025-07-04 11:15:00,2460860.96875,,C,,,9.09399,17.33745,1.492,0.223,,,76.1822,162.4,65.3788,5.9120459,76.381743,-34.49555,1999 JD6,17.07,0.15,17.208,5.568,,,
205,85989 (1999 JD6),2025-07-04 22:15:00,2460861.427083333,,C,,m,10.23535,17.58988,999.0,,,,77.0176,158.5,69.8923,6.2828769,77.18085,-32.64607,1999 JD6,17.07,0.15,17.2,5.575,,,
206,85989 (1999 JD6),2025-07-04 22:30:00,2460861.4375,,N,,m,10.26213,17.5957,999.0,,,,77.0373,158.5,69.9494,6.2872861,77.169656,-32.66529,1999 JD6,17.07,0.15,17.2,5.575,,,
207,85989 (1999 JD6),2025-07-04 22:45:00,2460861.447916667,,N,,m,10.28894,17.60153,999.0,,,,77.057,158.4,70.0053,6.2912305,77.157472,-32.68644,1999 JD6,17.07,0.15,17.2,5.575,,,
208,85989 (1999 JD6),2025-07-04 23:00:00,2460861.458333333,,A,,m,10.31575,17.60738,999.0,,,,77.0768,158.4,70.06,6.2947081,77.144382,-32.70933,1999 JD6,17.07,0.15,17.2,5.576,,,
209,85989 (1999 JD6),2025-07-04 23:15:00,2460861.46875,,A,,m,10.34259,17.61323,999.0,,,,77.0966,158.4,70.1137,6.2977188,77.130474,-32.73378,1999 JD6,17.07,0.15,17.2,5.576,,,
210,85989 (1999 JD6),2025-07-04 23:30:00,2460861.479166667,,,,m,10.36943,17.61909,999.0,,,,77.1164,158.3,70.1667,6.3002648,77.115837,-32.75959,1999 JD6,17.07,0.15,17.2,5.576,,,
211,85989 (1999 JD6),2025-07-04 23:45:00,2460861.489583333,,,,m,10.39628,17.62496,999.0,,,,77.1362,158.3,70.219,6.30235,77.100565,-32.78655,1999 JD6,17.07,0.15,17.199,5.576,,,
212,85989 (1999 JD6),2025-07-05 00:00:00,2460861.5,,,,m,10.42314,17.63084,999.0,,,,77.156,158.3,70.2708,6.3039803,77.084754,-32.81447,1999 JD6,17.07,0.15,17.199,5.576,,,
0,192642 (1999 RD32),2025-07-01 00:00:00,2460857.5,,,,m,35.84828,19.60674,999.0,,,,29.971,127.9,32.2201,0.8682148,63.544332,1.0930441,1999 RD32,16.54,0.15,20.596,,,,
1,192642 (1999 RD32),2025-07-01 00:15:00,2460857.510416667,,,,m,35.85171,19.60836,999.0,,,,29.9711,128.0,32.289,0.8683288,63.525415,1.0184857,1999 RD32,16.54,0.15,20.596,,,,
2,192642 (1999 RD32),2025-07-01 00:30:00,2460857.520833333,,,,m,35.85515,19.60998,999.0,,,,29.9712,128.1,32.3597,0.8683803,63.504318,0.943717,1999 RD32,16.54,0.15,20.597,,,,
3,192642 (1999 RD32),2025-07-01 00:45:00,2460857.53125,,,,m,35.85858,19.61159,999.0,,,,29.9712,128.2,32.4322,0.8683686,63.481127,0.8690115,1999 RD32,16.54,0.15,20.597,,,,
4,192642 (1999 RD32),2025-07-01 01:00:00,2460857.541666667,,,,m,35.86202,19.61322,999.0,,,,29.9713,128.3,32.5068,0.868293,63.455933,0.794642,1999 RD32,16.54,0.15,20.597,,,,
5,192642 (1999 RD32),2025-07-01 01:15:00,2460857.552083333,,,,m,35.86545,19.61484,999.0,,,,29.9714,128.4,32.5834,0.8681533,63.428834,0.7208802,1999 RD32,16.54,0.15,20.597,,,,
6,192642 (1999 RD32),2025-07-01 01:30:00,2460857.5625,,,,m,35.86888,19.61646,999.0,,,,29.9715,128.5,32.6622,0.8679496,63.399938,0.6479954,1999 RD32,16.54,0.15,20.597,,,,
7,192642 (1999 RD32),2025-07-01 01:45:00,2460857.572916667,,,,m,35.87231,19.61809,999.0,,,,29.9716,128.6,32.7432,0.8676822,63.369358,0.5762535,1999 RD32,16.54,0.15,20.597,,,,
8,192642 (1999 RD32),2025-07-01 02:00:00,2460857.583333333,,,,m,35.87574,19.61971,999.0,,,,29.9717,128.7,32.8266,0.8673515,63.337214,0.5059165,1999 RD32,16.54,0.15,20.597,,,,
9,192642 (1999 RD32),2025-07-01 02:15:00,2460857.59375,,,,m,35.87916,19.62134,999.0,,,,29.9717,128.9,32.9123,0.8669584,63.303634,0.4372411,1999 RD32,16.54,0.15,20.598,,,,
10,192642 (1999 RD32),2025-07-01 02:30:00,2460857.604166667,,,,m,35.88259,19.62297,999.0,,,,29.9718,129.0,33.0004,0.8665041,63.268749,0.3704783,1999 RD32,16.54,0.15,20.598,,,,
11,192642 (1999 RD32),2025-07-01 02:45:00,2460857.614583333,,,,m,35.886,19.6246,999.0,,,,29.9719,129.1,33.091,0.8659899,63.232698,0.305872,1999 RD32,16.54,0.15,20.598,,,,
12,192642 (1999 RD32),2025-07-01 03:00:00,2460857.625,,,,m,35.88942,19.62623,999.0,,,,29.972,129.2,33.184,0.8654174,63.195622,0.2436586,1999 RD32,16.54,0.15,20.598,,,,
13,192642 (1999 RD32),2025-07-01 03:15:00,2460857.635416667,,,,m,35.89283,19.62786,999.0,,,,29.9721,129.3,33.2795,0.8647884,63.157669,0.1840657,1999 RD32,16.54,0.15,20.598,,,,
14,192642 (1999 RD32),2025-07-01 03:30:00,2460857.645833333,,,,m,35.89624,19.62949,999.0,,,,29.9721,129.5,33.3775,0.8641052,63.11899,0.1273115,1999 RD32,16.54,0.15,20.598,,,,
15,192642 (1999 RD32),2025-07-01 03:45:00,2460857.65625,,,,,35.89965,19.63112,999.0,,,,29.9722,129.6,33.478,0.8633699,63.079739,0.0736041,1999 RD32,16.54,0.15,20.598,,,,
16,192642 (1999 RD32),2025-07-01 04:00:00,2460857.666666667,,,,,35.90305,19.63276,999.0,,,,29.9723,129.7,33.581,0.8625852,63.040075,0.0231401,1999 RD32,16.54,0.15,20.599,,,,
17,192642 (1999 RD32),2025-07-01 04:15:00,2460857.677083333,,,,,35.90644,19.63439,999.0,,,,29.9723,129.9,33.6864,0.8617539,63.000156,-0.023896,1999 RD32,16.54,0.15,20.599,,,,
18,192642 (1999 RD32),2025-07-01 04:30:00,2460857.6875,,,,,35.90984,19.63603,999.0,,,,29.9724,130.0,33.7942,0.8608787,62.960144,-0.067331,1999 RD32,16.54,0.15,20.599,,,,
19,192642 (1999 RD32),2025-07-01 04:45:00,2460857.697916667,,,,,35.91322,19.63766,999.0,,,,29.9724,130.1,33.9044,0.859963,62.920203,-0.107007,1999 RD32,16.54,0.15,20.599,,,,
20,192642 (1999 RD32),2025-07-01 05:00:00,2460857.708333333,,,,,35.91661,19.6393,999.0,,,,29.9725,130.3,34.0169,0.85901,62.880496,-0.142779,1999 RD32,16.54,0.15,20.599,,,,
21,192642 (1999 RD32),2025-07-01 05:15:00,2460857.71875,,,,,35.91998,19.64094,999.0,,,,29.9726,130.4,34.1317,0.8580232,62.841187,-0.174519,1999 RD32,16.54,0.15,20.599,,,,
22,192642 (1999 RD32),2025-07-01 05:30:00,2460857.729166667,,,,,35.92336,19.64257,999.0,,,,29.9726,130.6,34.2486,0.8570061,62.802438,-0.202111,1999 RD32,16.54,0.15,20.599,,,,
23,192642 (1999 RD32),2025-07-01 05:45:00,2460857.739583333,,,,,35.92672,19.64421,999.0,,,,29.9726,130.7,34.3677,0.8559625,62.764411,-0.22546,1999 RD32,16.54,0.15,20.6,,,,
24,192642 (1999 RD32),2025-07-01 06:00:00,2460857.75,,,,,35.93008,19.64585,999.0,,,,29.9727,130.9,34.4889,0.8548963,62.727266,-0.244483,1999 RD32,16.54,0.15,20.6,,,,
25,192642 (1999 RD32),2025-07-01 06:15:00,2460857.760416667,,,,,35.93344,19.64748,999.0,,,,29.9727,131.0,34.612,0.8538113,62.691161,-0.259117,1999 RD32,16.54,0.15,20.6,,,,
26,192642 (1999 RD32),2025-07-01 06:30:00,2460857.770833333,,,,,35.93679,19.64912,999.0,,,,29.9727,131.2,34.7369,0.8527116,62.656249,-0.269318,1999 RD32,16.54,0.15,20.6,,,,
27,192642 (1999 RD32),2025-07-01 06:45:00,2460857.78125,,,,,35.94014,19.65076,999.0,,,,29.9728,131.3,34.8636,0.8516012,62.62268,-0.275057,1999 RD32,16.54,0.15,20.6,,,,
28,192642 (1999 RD32),2025-07-01 07:00:00,2460857.791666667,,,,,35.94348,19.65239,999.0,,,,29.9728,131.5,34.9919,0.8504842,62.5906,-0.276327,1999 RD32,16.54,0.15,20.6,,,,
29,192642 (1999 RD32),2025-07-01 07:15:00,2460857.802083333,,,,r,35.94681,19.65403,34.056,5.088,,,29.9728,131.7,35.1218,0.8493648,62.560149,-0.273137,1999 RD32,16.54,0.15,20.6,,,,
30,192642 (1999 RD32),2025-07-01 07:30:00,2460857.8125,,,,,35.95014,19.65566,15.147,2.263,,,29.9728,131.8,35.253,0.8482471,62.531461,-0.265518,1999 RD32,16.54,0.15,20.601,,,,
31,192642 (1999 RD32),2025-07-01 07:45:00,2460857.822916667,,,,,35.95347,19.6573,9.017,1.347,,,29.9728,132.0,35.3856,0.8471353,62.504663,-0.253518,1999 RD32,16.54,0.15,20.601,,,,
32,192642 (1999 RD32),2025-07-01 08:00:00,2460857.833333333,,,,,35.95679,19.65893,6.333,0.946,,,29.9728,132.1,35.5193,0.8460335,62.479876,-0.237206,1999 RD32,16.54,0.15,20.601,,,,
33,192642 (1999 RD32),2025-07-01 08:15:00,2460857.84375,,,,,35.9601,19.66057,4.88,0.729,,,29.9728,132.3,35.654,0.8449457,62.457211,-0.216669,1999 RD32,16.54,0.15,20.601,,,,
34,192642 (1999 RD32),2025-07-01 08:30:00,2460857.854166667,,,,,35.96341,19.6622,3.983,0.595,,,29.9728,132.5,35.7895,0.843876,62.436772,-0.192015,1999 RD32,16.54,0.15,20.601,,,,
35,192642 (1999 RD32),2025-07-01 08:45:00,2460857.864583333,,,,,35.96672,19.66383,3.38,0.505,,,29.9728,132.6,35.9258,0.8428282,62.418654,-0.163369,1999 RD32,16.54,0.15,20.601,,,,
36,192642 (1999 RD32),2025-07-01 09:00:00,2460857.875,,,,,35.97002,19.66546,2.951,0.441,,,29.9728,132.8,36.0627,0.8418063,62.40294,-0.130876,1999 RD32,16.54,0.15,20.601,,,,
37,192642 (1999 RD32),2025-07-01 09:15:00,2460857.885416667,,,,,35.97331,19.66709,2.632,0.393,,,29.9728,133.0,36.2001,0.840814,62.389706,-0.094699,1999 RD32,16.54,0.15,20.602,,,,
38,192642 (1999 RD32),2025-07-01 09:30:00,2460857.895833333,,,,,35.97661,19.66872,2.388,0.357,,,29.9727,133.1,36.3377,0.8398549,62.379015,-0.055018,1999 RD32,16.54,0.15,20.602,,,,
39,192642 (1999 RD32),2025-07-01 09:45:00,2460857.90625,,,,,35.97989,19.67034,2.197,0.328,,,29.9727,133.3,36.4755,0.8389324,62.370919,-0.012031,1999 RD32,16.54,0.15,20.602,,,,
40,192642 (1999 RD32),2025-07-01 10:00:00,2460857.916666667,,,,,35.98318,19.67197,2.045,0.306,,,29.9727,133.5,36.6133,0.83805,62.365459,0.0340489,1999 RD32,16.54,0.15,20.602,,,,
41,192642 (1999 RD32),2025-07-01 10:15:00,2460857.927083333,,A,,,35.98646,19.67359,1.923,0.287,,,29.9726,133.6,36.7509,0.8372107,62.362664,0.0829917,1999 RD32,16.54,0.15,20.602,,,,
42,192642 (1999 RD32),2025-07-01 10:30:00,2460857.9375,,A,,,35.98974,19.67521,1.824,0.273,,,29.9726,133.8,36.8883,0.8364175,62.362551,0.1345539,1999 RD32,16.54,0.15,20.602,,,,
43,192642 (1999 RD32),2025-07-01 10:45:00,2460857.947916667,,N,,,35.99301,19.67683,1.744,0.261,,,29.9726,134.0,37.0252,0.8356733,62.365123,0.1884786,1999 RD32,16.54,0.15,20.602,,,,
44,192642 (1999 RD32),2025-07-01 11:00:00,2460857.958333333,,N,,,35.99628,19.67845,1.68,0.251,,,29.9725,134.1,37.1615,0.8349805,62.370374,0.2444963,1999 RD32,16.54,0.15,20.603,,,,
45,192642 (1999 RD32),2025-07-01 11:15:00,2460857.96875,,C,,,35.99955,19.68007,1.629,0.243,,,29.9725,134.3,37.297,0.8343417,62.378281,0.3023268,1999 RD32,16.54,0.15,20.603,,,,
46,192642 (1999 RD32),2025-07-01 22:15:00,2460858.427083333,,C,,m,36.14491,19.75001,999.0,,,,29.9717,139.5,41.4119,0.8519745,63.546276,0.8628257,1999 RD32,16.54,0.15,20.609,,,,
47,192642 (1999 RD32),2025-07-01 22:30:00,2460858.4375,,N,,m,36.14829,19.7516,999.0,,,,29.9718,139.5,41.4719,0.8524736,63.543574,0.796297,1999 RD32,16.54,0.15,20.609,,,,
48,192642 (1999 RD32),2025-07-01 22:45:00,2460858.447916667,,N,,m,36.15167,19.75319,999.0,,,,29.9718,139.6,41.5321,0.8529228,63.538309,0.7276834,1999 RD32,16.54,0.15,20.609,,,,
49,192642 (1999 RD32),2025-07-01 23:00:00,2460858.458333333,,A,,m,36.15505,19.75477,999.0,,,,29.9719,139.7,41.5928,0.8533195,63.530503,0.6572381,1999 RD32,16.54,0.15,20.61,,,,
50,192642 (1999 RD32),2025-07-01 23:15:00,2460858.46875,,A,,m,36.15843,19.75636,999.0,,,,29.9719,139.8,41.6541,0.8536615,63.52019,0.5852207,1999 RD32,16.54,0.15,20.61,,,,
51,192642 (1999 RD32),2025-07-01 23:30:00,2460858.479166667,,,,m,36.16181,19.75796,999.0,,,,29.972,139.9,41.7162,0.8539466,63.507412,0.5118961,1999 RD32,16.54,0.15,20.61,,,,
52,192642 (1999 RD32),2025-07-01 23:45:00,2460858.489583333,,,,m,36.16519,19.75955,999.0,,,,29.9721,139.9,41.7792,0.854173,63.492219,0.4375334,1999 RD32,16.54,0.15,20.61,,,,
53,192642 (1999 RD32),2025-07-02 00:00:00,2460858.5,,,,m,36.16857,19.76114,999.0,,,,29.9721,140.0,41.8434,0.8543391,63.474673,0.3624051,1999 RD32,16.54,0.15,20.61,,,,
54,192642 (1999 RD32),2025-07-02 00:15:00,2460858.510416667,,,,m,36.17195,19.76274,999.0,,,,29.9722,140.1,41.9088,0.8544438,63.454843,0.2867862,1999 RD32,16.54,0.15,20.61,,,,
55,192642 (1999 RD32),2025-07-02 00:30:00,2460858.520833333,,,,m,36.17533,19.76433,999.0,,,,29.9723,140.2,41.9757,0.8544858,63.432809,0.210953,1999 RD32,16.54,0.15,20.61,,,,
56,192642 (1999 RD32),2025-07-02 00:45:00,2460858.53125,,,,m,36.17871,19.76593,999.0,,,,29.9723,140.3,42.044,0.8544645,63.408656,0.1351823,1999 RD32,16.54,0.15,20.611,,,,
57,192642 (1999 RD32),2025-07-02 01:00:00,2460858.541666667,,,,m,36.18209,19.76753,999.0,,,,29.9724,140.4,42.1141,0.8543793,63.382481,0.0597504,1999 RD32,16.54,0.15,20.611,,,,
58,192642 (1999 RD32),2025-07-02 01:15:00,2460858.552083333,,,,m,36.18547,19.76913,999.0,,,,29.9725,140.5,42.1859,0.8542301,63.354385,-0.015068,1999 RD32,16.54,0.15,20.611,,,,
59,192642 (1999 RD32),2025-07-02 01:30:00,2460858.5625,,,,m,36.18885,19.77073,999.0,,,,29.9726,140.6,42.2596,0.8540169,63.32448,-0.088999,1999 RD32,16.54,0.15,20.611,,,,
60,192642 (1999 RD32),2025-07-02 01:45:00,2460858.572916667,,,,m,36.19222,19.77234,999.0,,,,29.9726,140.7,42.3353,0.8537399,63.292882,-0.161775,1999 RD32,16.54,0.15,20.611,,,,
61,192642 (1999 RD32),2025-07-02 02:00:00,2460858.583333333,,,,m,36.1956,19.77394,999.0,,,,29.9727,140.8,42.4131,0.8534,63.259716,-0.233131,1999 RD32,16.54,0.15,20.611,,,,
62,192642 (1999 RD32),2025-07-02 02:15:00,2460858.59375,,,,m,36.19897,19.77555,999.0,,,,29.9728,140.9,42.4931,0.8529978,63.225111,-0.302805,1999 RD32,16.54,0.15,20.611,,,,
63,192642 (1999 RD32),2025-07-02 02:30:00,2460858.604166667,,,,m,36.20234,19.77715,999.0,,,,29.9728,141.0,42.5754,0.8525346,63.189203,-0.370544,1999 RD32,16.54,0.15,20.612,,,,
64,192642 (1999 RD32),2025-07-02 02:45:00,2460858.614583333,,,,m,36.2057,19.77876,999.0,,,,29.9729,141.1,42.66,0.8520118,63.152135,-0.436102,1999 RD32,16.54,0.15,20.612,,,,
65,192642 (1999 RD32),2025-07-02 03:00:00,2460858.625,,,,m,36.20906,19.78037,999.0,,,,29.9729,141.2,42.747,0.8514309,63.114052,-0.499238,1999 RD32,16.54,0.15,20.612,,,,
66,192642 (1999 RD32),2025-07-02 03:15:00,2460858.635416667,,,,m,36.21242,19.78198,999.0,,,,29.973,141.3,42.8365,0.850794,63.075104,-0.559722,1999 RD32,16.54,0.15,20.612,,,,
67,192642 (1999 RD32),2025-07-02 03:30:00,2460858.645833333,,,,m,36.21578,19.78359,999.0,,,,29.9731,141.4,42.9284,0.8501031,63.035448,-0.617333,1999 RD32,16.54,0.15,20.612,,,,
68,192642 (1999 RD32),2025-07-02 03:45:00,2460858.65625,,,,m,36.21913,19.7852,999.0,,,,29.9731,141.5,43.0229,0.8493606,62.995241,-0.67186,1999 RD32,16.54,0.15,20.612,,,,
69,192642 (1999 RD32),2025-07-02 04:00:00,2460858.666666667,,,,m,36.22247,19.78681,999.0,,,,29.9732,141.6,43.1198,0.8485691,62.954643,-0.723104,1999 RD32,16.54,0.15,20.612,,,,
70,192642 (1999 RD32),2025-07-02 04:15:00,2460858.677083333,,,,m,36.22581,19.78842,999.0,,,,29.9732,141.8,43.2194,0.8477313,62.913819,-0.770878,1999 RD32,16.54,0.15,20.613,,,,
71,192642 (1999 RD32),2025-07-02 04:30:00,2460858.6875,,,,,36.22915,19.79004,999.0,,,,29.9733,141.9,43.3214,0.8468503,62.872934,-0.815006,1999 RD32,16.54,0.15,20.613,,,,
72,192642 (1999 RD32),2025-07-02 04:45:00,2460858.697916667,,,,,36.23248,19.79165,999.0,,,,29.9733,142.0,43.426,0.8459293,62.832153,-0.855328,1999 RD32,16.54,0.15,20.613,,,,
73,192642 (1999 RD32),2025-07-02 05:00:00,2460858.708333333,,,,,36.23581,19.79327,999.0,,,,29.9733,142.1,43.5331,0.8449714,62.791643,-0.891697,1999 RD32,16.54,0.15,20.613,,,,
74,192642 (1999 RD32),2025-07-02 05:15:00,2460858.71875,,,,,36.23913,19.79488,999.0,,,,29.9734,142.3,43.6427,0.8439803,62.751572,-0.923983,1999 RD32,16.54,0.15,20.613,,,,
